title,Price,Processor,RAM,Operating System,Display,Storage,Office,warrenty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Apple 2020 Macbook Air Apple M1 - (8 GB/SSD/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"₹68,990",apple m1 processor,8 gb ddr4 ram,mac os operating system,33.78 cm (13.3 inch) display,256 gb ssd,no-office,1 Year Limited Warra­nty
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/SSD/512 GB SSD/windows 11 home) 255 G8 Business Laptop,"₹25,880",amd ryzen 3 dual core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite warranty by OEM
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/SSD/512 GB SSD/windows 11 home) SFG14...,"₹65,990",intel core i5 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) New Inspiron 1...,"₹36,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
HP AMD Ryzen 3 Quad Core 5300U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-eq2143au Thin and Light Lap...,"₹32,490",amd ryzen 3 quad core processor,8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/SSD/512 GB SSD/windows 11 home) AO 14 Z 8-415 Thin and ...,"₹28,990",intel core i3 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Warranty
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (16 GB/SSD/512 GB SSD/windows 11 home) Inspiron...,"₹52,800",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/SSD/1 TB SSD/windows 11 home) AL15-41 Thin and L...,"₹40,290",amd ryzen 5 hexa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
Apple 2022 MacBook AIR Apple M2 - (8 GB/SSD/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹89,990",apple m2 processor,8 gb unified memory ram,mac os operating system,34.54 cm (13.6 inch) display,256 gb ssd,no-office,1 Year Limited Warranty
Lenovo V14 G3 (82TSA01KIH) Intel Core i3 12th Gen 1213U - (8 GB/SSD/512 GB SSD/DOS) V14 Laptop,"₹29,990",intel core i3 processor (12th gen),8 gb ddr4 ram,dos operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 YEAR FROM BRAND
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 250 G9 Bu...,"₹33,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 year Domestic warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s- eq2223AU Thin and Light La...,"₹37,490",amd ryzen 5 hexa core processor,8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo Intel Core i5 12th Gen - (8 GB/SSD/512 GB SSD/windows 11 home) 82TW0019IH Laptop,"₹45,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,3 YEARS
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fq5327TU Th...,"₹38,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) Modern 14 C12M-440I...,"₹37,471",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U - (4 GB/SSD/256 GB SSD/DOS) 255 G8 Thin and Light Laptop,"₹19,489",amd athlon dual core processor,4 gb ddr4 ram,dos operating system,39.62 cm (15.6 inch) display,256 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Apple 2020 Macbook Air Apple M1 - (8 GB/SSD/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"₹68,990",apple m1 processor,8 gb ddr4 ram,mac os operating system,33.78 cm (13.3 inch) display,256 gb ssd,no-office,1 Year Limited Warra­nty
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/SSD/512 GB SSD/windows 11 home) 255 G8 Business Laptop,"₹25,880",amd ryzen 3 dual core processor,8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite warranty by OEM
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/SSD/512 GB SSD/windows 11 home) SFG14...,"₹65,990",intel core i5 processor (13th gen),16 gb lpddr5 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer One Intel Core i3 11th Gen 1115G4 - (8 GB/SSD/512 GB SSD/windows 11 home) AO 14 Z 8-415 Thin and ...,"₹28,990",intel core i3 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Warranty
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) New Inspiron 1...,"₹36,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP AMD Ryzen 3 Quad Core 5300U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-eq2143au Thin and Light Lap...,"₹32,490",amd ryzen 3 quad core processor,8 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5500U - (16 GB/SSD/1 TB SSD/windows 11 home) AL15-41 Thin and L...,"₹40,290",amd ryzen 5 hexa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,1 tb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Apple 2022 MacBook AIR Apple M2 - (8 GB/SSD/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹89,990",apple m2 processor,8 gb unified memory ram,mac os operating system,34.54 cm (13.6 inch) display,256 gb ssd,no-office,1 Year Limited Warranty
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (16 GB/SSD/512 GB SSD/windows 11 home) Inspiron...,"₹51,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo V14 G3 (82TSA01KIH) Intel Core i3 12th Gen 1213U - (8 GB/SSD/512 GB SSD/DOS) V14 Laptop,"₹29,990",intel core i3 processor (12th gen),8 gb ddr4 ram,dos operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 YEAR FROM BRAND
HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 250 G9 Bu...,"₹33,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 year Domestic warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s- eq2223AU Thin and Light La...,"₹37,490",amd ryzen 5 hexa core processor,8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo Intel Core i5 12th Gen - (8 GB/SSD/512 GB SSD/windows 11 home) 82TW0019IH Laptop,"₹45,990",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,3 YEARS
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) Modern 14 C12M-440I...,"₹37,471",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U - (4 GB/SSD/256 GB SSD/DOS) 255 G8 Thin and Light Laptop,"₹19,489",amd athlon dual core processor,4 gb ddr4 ram,dos operating system,39.62 cm (15.6 inch) display,256 gb ssd,no-office,1 Year Onsite Warranty
Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) V15 G3 IAP Thin and Li...,"₹33,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U - (8 GB/SSD/512 GB SSD/windows 11 home) 15AMN7 Thin and Li...,"₹28,990",amd athlon dual core processor,8 gb lpddr5 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Carry-in Warranty
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
ASUS Vivobook S15 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/SSD/512 GB SSD/Window...,"₹78,990",intel core i7 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Inspiron 3520 Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) New Inspiron 1...,"₹47,440",intel core i5 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 2023 Backlit Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5002TU Thin...,"₹49,990",intel core i5 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Slim 5 (2024) Intel Core i5 12th Gen 12450H - (16 GB/SSD/512 GB SSD/windows 11 home) 16...,"₹61,990",intel core i5 processor (12th gen),16 gb lpddr5 ram,windows 11 operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year Onsite Premium Support with 1 Year Onsite Warranty
Acer Aspire 7 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/windows 11 home/4 GB Graphics/N...,"₹59,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/SSD/256 GB SSD/windows 11 home) HeroBook Pro Lapt...,"₹16,990",intel celeron dual core processor (11th gen),8 gb ddr4 ram,"wps office, operating system software",35.81 cm (14.1 inch) display,256 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo Ideapad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/SSD/256 GB SSD/windows 11 home) 14IGL7 Lap...,"₹24,790",intel celeron dual core processor,8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,256 gb ssd,no-office,1 Years Onsite?Warranty
Lenovo THINKBOOK AMD Ryzen 7 Octa Core 7730U - (16 GB/SSD/512 GB SSD/windows 11 home) TB 15 Thin and L...,"₹47,990",amd ryzen 7 octa core processor,16 gb ddr4 ram,windows 11 operating system,40.64 cm (16 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP960XGK-K...,"₹1,76,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,40.64 cm (16 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,26,990",intel core ultra 5 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) A324-51 Thin and Li...,"₹31,990",intel core i3 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Domestic Warranty
Infinix X3 Slim Intel Intel Core i5 12th Gen 1235U - (16 GB/SSD/512 GB SSD/windows 11 home) XL422 Thin...,"₹36,990",intel core i5 processor (12th gen),16 gb lpddr4x ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Lenovo IdeaPad Gaming 3 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/windows 11 home/4 GB ...,"₹64,990",intel core i5 processor (12th gen),16 gb ddr4 ram,windows 11 home,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/SSD/256 GB SSD/windows 11 home) GemiBook X_Pro Lap...,"₹17,990",intel celeron quad core processor (12th gen),8 gb lpddr5 ram,"wps office, operating system software",35.81 cm (14.1 inch) display,256 gb ssd,no-office,1 Year Onsite Warranty
HP 15s (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fc0026AU Thin and...,"₹37,999",amd ryzen 3 quad core processor,8 gb lpddr5 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/SSD/1 TB SSD/windows 11 home) NP940XGK-K...,"₹1,66,990",intel core ultra 7 processor,32 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,1 tb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/SSD/512 GB SSD/windows 11 home) A324-51 Th...,"₹43,990",intel core i5 processor (12th gen),16 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Domestic Warranty
DELL Vostro Intel Core i3 11th Gen 1115G4 - (8 GB/SSD/512 GB SSD/windows 11 home) Vostro 3420 Notebook,"₹38,890",intel core i3 processor (11th gen),8 gb ddr4 ram,64 bit windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5003TU Thin and Lig...,"₹37,990",intel core i3 processor (12th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/SSD/512 GB SSD/windows 11 home...,"₹25,990",amd ryzen 3 dual core processor (3rd gen),8 gb ddr4 ram,windows 11 operating system,35.56 cm (14 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
HP Intel Core i3 12th Gen 1215U - (16 GB/SSD/512 GB SSD/windows 11 home) 15s-fy5004TU Thin and Light L...,"₹42,990",intel core i3 processor (12th gen),16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
Primebook MediaTek MT8183 - (4 GB/eMMC/64 GB EMMC Storage/Android 11) Wifi Thin and Light Laptop,"₹12,990",mediatek mt8183 processor,4 gb ddr4 ram,android operating system,29.46 cm (11.6 inch) display,64 gb emmc,no-office,1 Year Onsite warranty
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/SSD/512 GB SSD/windows 11 home) 255 G8 Notebook,"₹25,990",amd ryzen 3 dual core processor,8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year
SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KG1IN / NP750X...,"₹73,990",intel core 5 processor,8 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 5 120U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS2IN / NP750...,"₹78,990",intel core 5 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
HP Intel Core i5 13th Gen 1335U - (8 GB/SSD/512 GB SSD/windows 11 home) 15-fd0187TU Thin and Light Lap...,"₹53,490",intel core i5 processor (13th gen),8 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/SSD/512 GB SSD/windows 11 home) New Inspiron 15 Lap...,"₹47,990",intel core i5 processor (12th gen),8 gb ddr4 ram,64 bit windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Hardware Service
SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (16 GB/SSD/512 GB SSD/windows 11 home) NP940XGK...,"₹1,34,990",intel core ultra 7 processor,16 gb lpddr5x ram,64 bit windows 11 operating system,35.56 cm (14 inch) touchscreen display,512 gb ssd,ms office home and student 2021,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
SAMSUNG Galaxy Book4 Intel Core 7 150U - (16 GB/SSD/512 GB SSD/windows 11 home) NP750XGK-KS3IN / NP750...,"₹87,990",intel core 7 processor,16 gb lpddr4x ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/SSD/512 GB SSD/windows 11 home) 15ALC6 Thin...,"₹46,300",amd ryzen 7 octa core processor,16 gb ddr4 ram,windows 11 operating system,39.62 cm (15.6 inch) display,512 gb ssd,no-office,1 Year Onsite Warranty + 1 Year ADP
